"","Restaurant","Product_Name","Price","User-Rating","No-Ratings","Address","City","Location","RestaurantLatitude","RestaurantLongitude","CenterLatitude","CenterLongitude","DistanceCityCenter","DistanceCEU","size","Tags"
"141","Pizza di Casa Pécs","Margaréta pizza","2250",4.7,598,"Megyeri út 4","Pécs","Professors Gym, 4, Megyeri út, Solidus Lakópark, Ispitaalja, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.070328,18.2132857,46.0763222,18.2280746,"1.3239499715173357 km","171.38968620330394 km","45","OlaszPizzaKészpénzes fizetés"
"142","Pizza DiAngelo","Margherita pizza","3260",4.6,212,"Csongrádi sugárút 8/B","Szeged","Pizza Hub, 8/B, Csongrádi sugárút, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6721, Magyarország",46.2601442,20.1505599,46.2546312,20.1486016,"0.6311325608131668 km","161.43223098544425 km","45","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"143","Pizza DiAngelo","Margherita pizza","1770",4.6,212,"Csongrádi sugárút 8/B","Szeged","Pizza Hub, 8/B, Csongrádi sugárút, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6721, Magyarország",46.2601442,20.1505599,46.2546312,20.1486016,"0.6311325608131668 km","161.43223098544425 km","32","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"144","Pizza e Pasta","Margherita pizza","1490",4.5,72,"Klauzál Tér 6","Szeged","6, Klauzál tér, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.2520012,20.1477129,46.2546312,20.1486016,"0.30026516937788045 km","162.09743706028905 km","32","PizzaOlaszKészpénzes fizetésSZÉP kártyás fizetés"
"145","Pizza e Pasta","Margherita pizza","1090",4.5,72,"Klauzál Tér 6","Szeged","6, Klauzál tér, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.2520012,20.1477129,46.2546312,20.1486016,"0.30026516937788045 km","162.09743706028905 km","20","PizzaOlaszKészpénzes fizetésSZÉP kártyás fizetés"
"146","Pizza EATaliano - Pest","Margherita klasszikus EATaliano pizza 60% teljes kiõrlésû lisztbõl","2250",4.3,41,"Vécsey u. 5","Budapest","Bortársaság - Kossuth tér, 5, Vécsey utca, Lipótváros, Budapest, Közép-Magyarország, 1054, Magyarország",47.505647,19.0488386,47.4983815,19.0404707,"1.024681373750218 km","0.5350397957440006 km","27","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"147","Pizza EATaliano - Pest","Margherita vékony tésztás pizza","2300",4.3,41,"Vécsey u. 5","Budapest","Bortársaság - Kossuth tér, 5, Vécsey utca, Lipótváros, Budapest, Közép-Magyarország, 1054, Magyarország",47.505647,19.0488386,47.4983815,19.0404707,"1.024681373750218 km","0.5350397957440006 km","32","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"148","Pizza EATaliano - Pest","Margherita klasszikus EATaliano pizza","2050",4.3,41,"Vécsey u. 5","Budapest","Bortársaság - Kossuth tér, 5, Vécsey utca, Lipótváros, Budapest, Közép-Magyarország, 1054, Magyarország",47.505647,19.0488386,47.4983815,19.0404707,"1.024681373750218 km","0.5350397957440006 km","27","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"149","Pizza EATaliano - Pest","Gondola Margherita","1350",4.3,41,"Vécsey u. 5","Budapest","Bortársaság - Kossuth tér, 5, Vécsey utca, Lipótváros, Budapest, Közép-Magyarország, 1054, Magyarország",47.505647,19.0488386,47.4983815,19.0404707,"1.024681373750218 km","0.5350397957440006 km","","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"150","Pizza Expressz Futárszolgálat","Margherita pizza","3250",4.6,46,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","60","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"151","Pizza Expressz Futárszolgálat","Margherita pizza","1250",4.6,46,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","32","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"152","Pizza Expressz Futárszolgálat","Margherita pizza","2250",4.6,46,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","45","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"153","Pizza Expressz Futárszolgálat","Margherita pizza","1100",4.6,46,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","26","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"154","Pizza Fabbrica","Margarita pizza","1690",4.5,97,"Garay utca 30","Budapest","30, Garay utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1076, Magyarország",47.502362,19.0827824,47.4983815,19.0404707,"3.2184637560274996 km","2.463365468852549 km","32","HamburgerMagyarosOlaszPizzaKészpénzes fizetés"
"155","Pizza Hungarica","Hungarica Margherita pizza","1590",3.7,25,"Duna utca 3","Budapest","Vinolia, 3, Duna utca, Belváros, Budapest, Közép-Magyarország, 1056, Magyarország",47.4917539,19.0534548,47.4983815,19.0404707,"1.2248064158084848 km","1.04877044723101 km","32","ReggelizõhelyCukrászdaPizzaReggelizõhelyKészpénzes fizetés"
"156","Pizza Hut Arany János","Margarita serpenyõs pizza","2790",4.4,250,"Arany János utca 31","Budapest","Pizza Hut, 31, Arany János utca, Lipótváros, Budapest, Közép-Magyarország, 1051, Magyarország",47.5023808,19.0539236,47.4983815,19.0404707,"1.1068231725600275 km","0.3271515187756391 km","31","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"157","Pizza Hut Arany János","Margarita pizza San Francisco stílusú tésztával","2790",4.4,250,"Arany János utca 31","Budapest","Pizza Hut, 31, Arany János utca, Lipótváros, Budapest, Közép-Magyarország, 1051, Magyarország",47.5023808,19.0539236,47.4983815,19.0404707,"1.1068231725600275 km","0.3271515187756391 km","38","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"158","Pizza Hut Arany János","Margarita pizza San Francisco stílusú tésztával","2090",4.4,250,"Arany János utca 31","Budapest","Pizza Hut, 31, Arany János utca, Lipótváros, Budapest, Közép-Magyarország, 1051, Magyarország",47.5023808,19.0539236,47.4983815,19.0404707,"1.1068231725600275 km","0.3271515187756391 km","31","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"159","Pizza Hut Arany János","Margarita serpenyõs pizza","2090",4.4,250,"Arany János utca 31","Budapest","Pizza Hut, 31, Arany János utca, Lipótváros, Budapest, Közép-Magyarország, 1051, Magyarország",47.5023808,19.0539236,47.4983815,19.0404707,"1.1068231725600275 km","0.3271515187756391 km","27","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"160","Pizza Hut Miskolc Pláza","Margarita pizza San Francisco stílusú tésztával","2790",4.6,174,"Szentpáli utca 4","Miskolc","Szentpáli utca, Vörösmarty-városrész, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.1025839,20.7891051,48.1031503,20.7901985,"0.10294529179100084 km","146.43441382952633 km","38","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"161","Pizza Hut Miskolc Pláza","Margarita serpenyõs pizza","2790",4.6,174,"Szentpáli utca 4","Miskolc","Szentpáli utca, Vörösmarty-városrész, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.1025839,20.7891051,48.1031503,20.7901985,"0.10294529179100084 km","146.43441382952633 km","31","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"162","Pizza Hut Miskolc Pláza","Margarita pizza San Francisco stílusú tésztával","2090",4.6,174,"Szentpáli utca 4","Miskolc","Szentpáli utca, Vörösmarty-városrész, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.1025839,20.7891051,48.1031503,20.7901985,"0.10294529179100084 km","146.43441382952633 km","31","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"163","Pizza Hut Miskolc Pláza","Margarita serpenyõs pizza","2090",4.6,174,"Szentpáli utca 4","Miskolc","Szentpáli utca, Vörösmarty-városrész, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.1025839,20.7891051,48.1031503,20.7901985,"0.10294529179100084 km","146.43441382952633 km","27","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"164","Pizza King Belváros","Margaréta pizza","690",3.9,1484,"István utca 26","Budapest","26, István utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5054783,19.0828797,47.4983815,19.0404707,"3.291110347276609 km","2.5169789910043594 km","24","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"165","Pizza King Belváros","Margaréta pizza","790",3.9,1484,"István utca 26","Budapest","26, István utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5054783,19.0828797,47.4983815,19.0404707,"3.291110347276609 km","2.5169789910043594 km","32","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"166","Pizza King Belváros","Margaréta pizza","1350",3.9,1484,"István utca 26","Budapest","26, István utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5054783,19.0828797,47.4983815,19.0404707,"3.291110347276609 km","2.5169789910043594 km","40","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"167","Pizza Király Szeged","Margaréta pizza","4580",4.7,34,"Fõ fasor 69/A","Szeged","Fõ fasor, Hársfa lakópark, Marostõi kiskertek, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.2376377,20.1927028,46.2546312,20.1486016,"3.8903944440874967 km","165.25436205084415 km","60","MagyarosPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"168","Pizza Király Szeged","Margaréta pizza","1020",4.7,34,"Fõ fasor 69/A","Szeged","Fõ fasor, Hársfa lakópark, Marostõi kiskertek, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.2376377,20.1927028,46.2546312,20.1486016,"3.8903944440874967 km","165.25436205084415 km","20","MagyarosPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"169","Pizza Király Szeged","Margaréta pizza","2030",4.7,34,"Fõ fasor 69/A","Szeged","Fõ fasor, Hársfa lakópark, Marostõi kiskertek, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.2376377,20.1927028,46.2546312,20.1486016,"3.8903944440874967 km","165.25436205084415 km","32","MagyarosPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"170","Pizza Király Szeged","Margaréta pizza","1730",4.7,34,"Fõ fasor 69/A","Szeged","Fõ fasor, Hársfa lakópark, Marostõi kiskertek, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.2376377,20.1927028,46.2546312,20.1486016,"3.8903944440874967 km","165.25436205084415 km","28","MagyarosPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"171","Pizza Love","Margaréta pizza","1500",4.8,128,"József Attila sugárút 128","Szeged","József Attila sugárút, Gedó, Tarján, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.275626,20.1653387,46.2546312,20.1486016,"2.6666609900988623 km","160.55137879895648 km","32","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"172","Pizza Love","Margaréta calzone pizza","1500",4.8,128,"József Attila sugárút 128","Szeged","József Attila sugárút, Gedó, Tarján, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.275626,20.1653387,46.2546312,20.1486016,"2.6666609900988623 km","160.55137879895648 km","","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"173","Pizza Love","Margaréta szív alakú pizza","1500",4.8,128,"József Attila sugárút 128","Szeged","József Attila sugárút, Gedó, Tarján, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6723, Magyarország",46.275626,20.1653387,46.2546312,20.1486016,"2.6666609900988623 km","160.55137879895648 km","","OlaszPizzaKészpénzes fizetésSZÉP kártyás fizetés"
"174","Pizza Me Dohány utca","Pizza Me Margherita kosár","2290",4.5,22,"Erzsébet körút 14","Budapest","14, Erzsébet körút, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1073, Magyarország",47.4989237,19.0696608,47.4983815,19.0404707,"2.200168505266083 km","1.4862152950735978 km","","OlaszPizzaNetPincér GOÉrintkezésmentes kiszállítás"
"175","Pizza Me Dohány utca","Pizza Margherita","2290",4.5,22,"Erzsébet körút 14","Budapest","14, Erzsébet körút, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1073, Magyarország",47.4989237,19.0696608,47.4983815,19.0404707,"2.200168505266083 km","1.4862152950735978 km","32","OlaszPizzaNetPincér GOÉrintkezésmentes kiszállítás"
"176","Pizza Mobil","Margaréta pizza","1240",4.7,372,"Zamenhof utca 1","Miskolc","Zamenhof utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101559,20.7987922,48.1031503,20.7901985,"0.6640458852506663 km","147.02960813665715 km","28","OlaszPizzaKészpénzes fizetés"
"177","Pizza Mobil","Margaréta pizza","3010",4.7,372,"Zamenhof utca 1","Miskolc","Zamenhof utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3530, Magyarország",48.101559,20.7987922,48.1031503,20.7901985,"0.6640458852506663 km","147.02960813665715 km","52","OlaszPizzaKészpénzes fizetés"
"178","Pizza Monkey Budapest","Szénhidrátcsökkentett Margaréta pizza","2280",4.3,197,"Kármán utca 3","Budapest","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","1.1372653532778487 km","32","MagyarosHamburgerSalátaVegánGrill"
"179","Pizza Monkey Budapest","Gluténmentes vegán Margaréta pizza","3080",4.3,197,"Kármán utca 3","Budapest","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","1.1372653532778487 km","32","MagyarosHamburgerSalátaVegánGrill"
"180","Pizza Monkey Budapest","Gluténmentes Margaréta pizza","2480",4.3,197,"Kármán utca 3","Budapest","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","1.1372653532778487 km","32","MagyarosHamburgerSalátaVegánGrill"
"181","Pizza Monkey Budapest","Margaréta pizza","1880",4.3,197,"Kármán utca 3","Budapest","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","1.1372653532778487 km","32","MagyarosHamburgerSalátaVegánGrill"
"182","Pizza Monkey Budapest","Margaréta vegán pizza","2180",4.3,197,"Kármán utca 3","Budapest","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","1.1372653532778487 km","32","MagyarosHamburgerSalátaVegánGrill"
"183","Pizza Monkey Budapest","Margaréta pizza","3990",4.3,197,"Kármán utca 3","Budapest","3, Kármán utca, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1067, Magyarország",47.5091879,19.0590404,47.4983815,19.0404707,"1.844107613954235 km","1.1372653532778487 km","45","MagyarosHamburgerSalátaVegánGrill"
"184","Pizza Piccante","Margherita pizza","1390",4.5,7,"Csapó utca 95","Debrecen","Csapó utca, Burgundia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5369239,21.6375522,47.531399,21.6259782,"1.0661920553032118 km","194.9057187264463 km","32","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"185","Pizza Piccante","Margherita pizza","2750",4.5,7,"Csapó utca 95","Debrecen","Csapó utca, Burgundia, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4029, Magyarország",47.5369239,21.6375522,47.531399,21.6259782,"1.0661920553032118 km","194.9057187264463 km","45","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"186","Pizza Tú Night","Margherita pizza","2099",4.2,7,"Szondi utca 42","Budapest","42, Szondi utca, Izzó lakótelep, Megyer, IV. kerület, Budapest, Közép-Magyarország, 1044, Magyarország",47.58709645,19.0924237260482,47.4983815,19.0404707,"10.610598372892694 km","10.095969303231568 km","30","MagyarosPizzaKészpénzes fizetés"
"187","Pizza Tú Night","Margherita pizza","2399",4.2,7,"Szondi utca 42","Budapest","42, Szondi utca, Izzó lakótelep, Megyer, IV. kerület, Budapest, Közép-Magyarország, 1044, Magyarország",47.58709645,19.0924237260482,47.4983815,19.0404707,"10.610598372892694 km","10.095969303231568 km","32","MagyarosPizzaKészpénzes fizetés"
"188","Pizza Tú Night","Margarita csirkemell","2499",4.2,7,"Szondi utca 42","Budapest","42, Szondi utca, Izzó lakótelep, Megyer, IV. kerület, Budapest, Közép-Magyarország, 1044, Magyarország",47.58709645,19.0924237260482,47.4983815,19.0404707,"10.610598372892694 km","10.095969303231568 km","","MagyarosPizzaKészpénzes fizetés"
"189","Pizza Zone Pécs","Margaréta pizza","3350",4.1,23,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","60","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"190","Pizza Zone Pécs","Margaréta pizza","1350",4.1,23,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","32","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"191","Pizza Zone Pécs","Margaréta pizza","2350",4.1,23,"Szabadság utca 26","Pécs","Szabadság út, Schlauch-villatelep, Siklósi városrész, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0677278,18.2251568,46.0763222,18.2280746,"0.9815978965780986 km","171.32314727576303 km","45","PizzaKészpénzes fizetésSZÉP kártyás fizetés"
"192","Pizzafaló Szeged","Margherita pizza","2070",4.4,67,"Vedres utca 14","Szeged","Vedres Utcai Óvoda és bölcsõde, 14, Vedres utca, Odessza, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6726, Magyarország",46.245335,20.1565362535621,46.2546312,20.1486016,"1.2008984374195895 km","163.08198977622968 km","32","CukrászdaHamburgerOlaszPizzaKészpénzes fizetés"
"193","Pizzaguru","Margherita pizza","4025",4.8,228,"Oskola utca 8","Szeged","8, Oskola utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.2506036,20.1499995,46.2546312,20.1486016,"0.4604867968608079 km","162.32102095368006 km","50","SalátaTésztaLevesPizzaSaláta"
"194","Pizzaguru","Margherita pizza","775",4.8,228,"Oskola utca 8","Szeged","8, Oskola utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.2506036,20.1499995,46.2546312,20.1486016,"0.4604867968608079 km","162.32102095368006 km","18","SalátaTésztaLevesPizzaSaláta"
"195","Pizzaguru","Margherita pizza","1470",4.8,228,"Oskola utca 8","Szeged","8, Oskola utca, Franciahögy lakópark, Belváros, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6720, Magyarország",46.2506036,20.1499995,46.2546312,20.1486016,"0.4604867968608079 km","162.32102095368006 km","28","SalátaTésztaLevesPizzaSaláta"
"196","Pizzamonster","Margaréta pizza","1770",4.7,546,"Sárosi utca 2","Szeged","Diófa Sörözõ, 2, Sárosi utca, Gedó, Északi városrész, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6724, Magyarország",46.2692854,20.1502093,46.2546312,20.1486016,"1.6336176515180132 km","160.54727386467178 km","32","AmerikaiHamburgerOlaszPizzaKészpénzes fizetés"
"197","Pizzamonster","Margaréta pizza","3970",4.7,546,"Sárosi utca 2","Szeged","Diófa Sörözõ, 2, Sárosi utca, Gedó, Északi városrész, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6724, Magyarország",46.2692854,20.1502093,46.2546312,20.1486016,"1.6336176515180132 km","160.54727386467178 km","52","AmerikaiHamburgerOlaszPizzaKészpénzes fizetés"
"198","Pizzamonster","Margaréta pizza","1770",4.7,546,"Sárosi utca 2","Szeged","Diófa Sörözõ, 2, Sárosi utca, Gedó, Északi városrész, Szeged, Szegedi járás, Csongrád-Csanád megye, Dél-Alföld, Alföld és Észak, 6724, Magyarország",46.2692854,20.1502093,46.2546312,20.1486016,"1.6336176515180132 km","160.54727386467178 km","32","AmerikaiHamburgerOlaszPizzaKészpénzes fizetés"
"199","Póker Pizza Pécs","Margaréta pizza","2230",4.8,159,"Megyeri út 64","Pécs","Seal Ring, 64, Megyeri út, Solidus Lakópark, Északmegyer, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0607752,18.2122743,46.0763222,18.2280746,"2.11675079634026 km","172.40611359548242 km","45","OlaszPizzaKészpénzes fizetés"
"200","Póker Pizza Pécs","Margaréta pizza","3310",4.8,159,"Megyeri út 64","Pécs","Seal Ring, 64, Megyeri út, Solidus Lakópark, Északmegyer, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0607752,18.2122743,46.0763222,18.2280746,"2.11675079634026 km","172.40611359548242 km","55","OlaszPizzaKészpénzes fizetés"
"201","Póker Pizza Pécs","Margaréta pizza","1220",4.8,159,"Megyeri út 64","Pécs","Seal Ring, 64, Megyeri út, Solidus Lakópark, Északmegyer, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0607752,18.2122743,46.0763222,18.2280746,"2.11675079634026 km","172.40611359548242 km","26","OlaszPizzaKészpénzes fizetés"
"202","Póker Pizza Pécs","Margaréta pizza","1320",4.8,159,"Megyeri út 64","Pécs","Seal Ring, 64, Megyeri út, Solidus Lakópark, Északmegyer, Pécs, Pécsi járás, Baranya megye, Dél-Dunántúl, Dunántúl, 7623, Magyarország",46.0607752,18.2122743,46.0763222,18.2280746,"2.11675079634026 km","172.40611359548242 km","32","OlaszPizzaKészpénzes fizetés"
"203","Pomodoro Pizza","Margherita pizza","2895",4.3,178,"Simonffy utca 1","Debrecen","Simonffy utca, Belváros, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5284937,21.6207329,47.531399,21.6259782,"0.5102387575713235 km","193.63779294162885 km","50","PizzaKészpénzes fizetés"
"204","Pomodoro Pizza","Margherita pizza","1895",4.3,178,"Simonffy utca 1","Debrecen","Simonffy utca, Belváros, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4025, Magyarország",47.5284937,21.6207329,47.531399,21.6259782,"0.5102387575713235 km","193.63779294162885 km","33","PizzaKészpénzes fizetés"
"205","Ponte Pizza and Restaurant","Margherita pizza","1890",4.7,1195,"Nefelejcs utca 14","Budapest","14, Nefelejcs utca, Ligetváros, Erzsébetváros, VII. kerület, Közép-Magyarország, 1078, Magyarország",47.5024945,19.0821633,47.4983815,19.0404707,"3.1743531920318246 km","2.4178429093126304 km","32","MagyarosOlaszPizzaAlgidaKészpénzes fizetés"
"206","Pop Art Café","Margharita pizza","1150",4.7,157,"Bihari utca 2","Debrecen","Bihari utca, Bozzaytelep, Debrecen, Debreceni járás, Hajdú-Bihar megye, Észak-Alföld, Alföld és Észak, 4030, Magyarország",47.5177664,21.6633209,47.531399,21.6259782,"3.1946643851415457 km","196.84988475156086 km","32","PizzaHamburgerMagyarosKészpénzes fizetés"
"207","Pörkölõ extra","Pörkölõ margaritája pizza","1990",4.3,109,"Üllõi út 121","Budapest","Nagyvárad Gyógyszertár, 121, Üllõi út, Középsõ-Ferencváros, Budapest, Közép-Magyarország, 1091, Magyarország",47.4791363,19.0883315,47.4983815,19.0404707,"4.193694969751101 km","3.7604397915647234 km","32","PizzaReggelizõhelyMagyarosReggelizõhelyKészpénzes fizetés"
"208","Príma Pizza","Margherita","990",4.8,139,"Ady Endre utca 9","Miskolc","9, Ady Endre utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3527, Magyarország",48.1041107,20.790662846051,48.1031503,20.7901985,"0.11224913391423354 km","146.61408655412137 km","25","PizzaKészpénzes fizetés"
"209","Príma Pizza","Margherita pizza","1350",4.8,139,"Ady Endre utca 9","Miskolc","9, Ady Endre utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3527, Magyarország",48.1041107,20.790662846051,48.1031503,20.7901985,"0.11224913391423354 km","146.61408655412137 km","32","PizzaKészpénzes fizetés"
"210","Príma Pizza","Margherita","3887",4.8,139,"Ady Endre utca 9","Miskolc","9, Ady Endre utca, Zsolcai kapu, Miskolc, Miskolci járás, Borsod-Abaúj-Zemplén megye, Észak-Magyarország, Alföld és Észak, 3527, Magyarország",48.1041107,20.790662846051,48.1031503,20.7901985,"0.11224913391423354 km","146.61408655412137 km","50","PizzaKészpénzes fizetés"
"211","Princess Bakery & Bistro","Margherita pizza","2190",3.6,3,"Kossuth Lajos tér 1","Budapest","Országgyûlési Könyvtár, 1-3, Kossuth Lajos tér, Lipótváros, V. kerület, Közép-Magyarország, 1055, Magyarország",47.5064257,19.0452978,47.4983815,19.0404707,"0.9654726937219353 km","0.7133736001673724 km","32","PékségPizzaNetPincér GOÉrintkezésmentes kiszállítás"
