ID,ShortDesc,Prices,Engine,Year,Displacement,Power_kW,Horsepower,Km,PictureCount
15879399,RENAULT MEGANE 1.4 Authentique Plus Digitklima!4xablak!esőszenzor! Magyar-o!,699000Ft,Benzin,2004/1,1390,72,98,205000,6
15867999,RENAULT MEGANE 1.5 dCi Dynamique,699000Ft,Dízel,2005/6,1461,78,106,216000,8
15179741,RENAULT MEGANE 1.9 dCi Monaco FRISSEN SZERVIZELVE!,699000Ft,Dízel,2002/10,1870,75,102,136450,10
15099265,RENAULT MEGANE 1.6 16V Dynamique Komfort 172.000 KM!!!,"665000Ft+Reg.adó,Fizetendő: 699000Ft",Benzin,2004/6,1598,83,113,172000,6
16279672,RENAULT MEGANE 1.5 dCi Expression,699999Ft,Dízel,2008/4,1461,63,86,399400,6
15978683,RENAULT MEGANE 1.6 Authentique Plus,699999Ft,Benzin,2005/8,1598,83,113,147230,10
15143536,RENAULT MEGANE 1.5 dCi Expression Komfort Gazdaságos Diesel 5L.!,699999Ft,Dízel,2003/1,1461,60,82,187600,12
16299849,RENAULT MEGANE Coupe 1.6 16V Sport,700000Ft,Benzin,2000/11,1598,79,107,162580,6
16255580,RENAULT MEGANE 1.5 dCi Voyage,700000Ft,Dízel,2005,1461,78,106,212000,6
16255231,RENAULT MEGANE 1.5 dCi Authentique Plus,700000Ft,Dízel,2007/5,1461,63,86,185000,6
16227081,RENAULT MEGANE 1.6 16V Authentique,719900Ft,Benzin,2003/8,1598,83,113,166500,12
14854799,RENAULT MEGANE 1.5 dCi 85 DPF Dynamique,720000Ft,Dízel,2008/2,1461,63,86,177413,6
15811686,RENAULT MEGANE 1.5 dCi Dynamique,725000Ft,Dízel,2005/2,1461,73,99,27902,12
16213122,RENAULT MEGANE Limousine 1.5 dCi Dynamique,729000Ft,Dízel,2006,1461,78,106,129000,12
15539131,RENAULT MEGANE 1.6 16V Authentique Rendben van!,729000Ft,Benzin,2004/5,1598,79,107,175501,12
16298630,RENAULT MEGANE 1.6 16V Authentique,730000Ft,Benzin,2006,1598,83,113,260000,6
16283400,RENAULT MEGANE 1.4 Voyage,730000Ft,Benzin,2008/7,1390,72,98,274319,4
16078103,RENAULT MEGANE 1.6 Privilege,730000Ft,Benzin,2004/3,1598,83,113,189000,5
14818326,RENAULT MEGANE Limousine 1.4 Authentique,730000Ft,Benzin,2005/1,1390,72,98,230000,6
16029061,RENAULT MEGANE Limousine 1.5 dCi Voyage,745000Ft,Dízel,2007/11,1461,63,86,218158,5
16239187,RENAULT MEGANE Limousine 1.6 Privilege BŐR-DIGIT KLÍMA,749000Ft,Benzin,2004/1,1598,83,113,179000,6
16238407,RENAULT MEGANE Grandtour 1.5 dCi Expression MAGYARORSZÁGI,749000Ft,Dízel,2008/11,1461,63,86,177589,7
16225813,RENAULT MEGANE 1.5 dCi Privilege,749000Ft,,,nan,nan,nan,nan,6
16109699,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,749000Ft,Dízel,2007/10,1461,78,106,267811,7
16043876,RENAULT MEGANE 1.5 dCi Azure,749000Ft,Dízel,2006/3,1461,78,106,171920,12
16014274,RENAULT MEGANE Limousine 1.5 dCi Dynamique,749000Ft,Dízel,2008/5,1461,78,106,260000,12
15833370,RENAULT MEGANE Grandtour 1.5 dCi Expression Friss Műszaki Vizsga!,749000Ft,Dízel,2007/8,1461,78,106,324868,12
15145534,RENAULT MEGANE Berline 1.6 16V,749999Ft,Benzin,2004/8,1598,83,113,168834,6
16300587,RENAULT MEGANE Grandtour 1.5 dCi Privilege,750000Ft,Dízel,2004/5,1461,74,101,236058,6
16299945,RENAULT MEGANE Grandtour 1.6 Dynamique,750000Ft,Benzin,2004/9,1598,83,113,196000,4
16292394,RENAULT MEGANE 1.5 dCi Privilege,750000Ft,Dízel,2007/12,1461,78,106,240000,4
16274348,RENAULT MEGANE 1.5 dCi Authentique,750000Ft,Dízel,2005/4,1461,74,101,170000,4
16259286,RENAULT MEGANE 1.5 dCi Live,750000Ft,Dízel,2006/12,1461,78,106,327841,2
16259197,RENAULT MEGANE 1.6 16V Authentique Komfort,750000Ft,Benzin,2004/10,1598,83,113,198000,4
16236439,RENAULT MEGANE CC 1.9 dCi Privilege Xenon. Keyless,750000Ft,Dízel,2004/12,1870,88,120,205000,6
16213947,RENAULT MEGANE 1.6 Dynamique,750000Ft,Benzin,2003/8,1598,83,113,211300,2
16213268,RENAULT MEGANE 1.9 dCi Privilege,750000Ft,Dízel,2004/6,1870,88,120,278000,6
16161508,RENAULT MEGANE Grandtour 1.9 dCi Privilege,750000Ft,Dízel,2008/8,1870,96,131,199000,6
16077717,RENAULT MEGANE 1.9 dCi Authentique Plus,750000Ft,Dízel,2004/2,1870,88,120,188826,6
14865244,RENAULT MEGANE Grandtour 1.6 Privilege (Automata),750000Ft,LPG,2007/2,1598,82,111,194931,10
16050134,RENAULT MEGANE Grandtour 1.5 dCi Dynamique 130e km/Szervízkönyves,759000Ft,Dízel,2006/5,1461,63,86,130000,6
16182407,RENAULT MEGANE 1.4 Authentique Plus,760000Ft,LPG,2006/12,1390,72,98,198466,4
13580380,RENAULT MEGANE 1.9 dCi Privilege,769000Ft,Dízel,2004/12,1870,88,120,199650,5
15945956,RENAULT MEGANE Grandtour 1.5 dCi Expression,779000Ft,Dízel,2007/10,1461,78,106,220000,6
16299377,RENAULT MEGANE Grandtour 1.9 dCi Privilege,780000Ft,Dízel,2004/11,1870,88,120,232000,6
16249831,RENAULT MEGANE 1.6 Privilege (Automata),780000Ft,Benzin,2006,1598,82,111,266000,6
16229102,RENAULT MEGANE CC 1.9 dCi Privilege CABRIO----ÜVEG KEMÉNYTETŐ !!,780000Ft,Dízel,2004/4,1870,88,120,261000,12
15824440,RENAULT MEGANE Limousine 1.6 Authentique Plus Tulajdonostól ! Magyarországi !,780000Ft,Benzin,2005/7,1598,83,113,125000,6
15898933,RENAULT MEGANE Grandtour 1.5 dCi Dynamique AUTOMATAVÁLTÓS!!Ózonos fertőtlenítéssel!!,785000Ft,Dízel,2005/7,1461,73,99,220000,12
15871935,RENAULT MEGANE 1.6 Dynamique,785000Ft,Benzin,2002/10,1598,83,113,124000,5
16150297,RENAULT MEGANE 1.4 Voyage MO-I+120.000.KM+KLÍMA+VEZETETT SZ.FÜZET,787000Ft,Benzin,2006/11,1390,72,98,120000,12
16269188,RENAULT MEGANE 1.4 Authentique,789000Ft,Benzin,2005/8,1390,72,98,156000,6
16264802,RENAULT MEGANE 1.5 dCi Authentique,790000Ft,Dízel,2005/3,1461,60,82,194278,6
16263653,RENAULT MEGANE 1.5 dCi Dynamique,790000Ft,Dízel,2007/5,1461,78,106,153000,6
16263238,RENAULT MEGANE 1.5 dCi Privilege,790000Ft,Dízel,2007/6,1461,78,106,250183,6
16201833,RENAULT MEGANE CC 1.9 dCi Privilege SÉRÜLÉSMENTES!,790000Ft,Dízel,2004/9,1870,88,120,248000,11
16196864,RENAULT MEGANE Grandtour 1.9 dCi Privilege,790000Ft,Dízel,2008,1870,96,131,290000,6
16172914,RENAULT MEGANE Limousine 1.6 Authentique,790000Ft,Benzin,2004/8,1598,83,113,201000,12
16162813,RENAULT MEGANE Grandtour 1.5 dCi Expression MAGYARORSZÁGI. SZERVIZELT,790000Ft,Dízel,2008/12,1461,63,86,182940,6
16146684,RENAULT MEGANE Limousine 1.5 dCi Authentique Ingázók. bejárók! 4L/100km,790000Ft,Dízel,2005/6,1461,60,82,216000,6
16072023,RENAULT MEGANE Limousine 1.4 Authentique Plus,790000Ft,Benzin,2005/4,1390,72,98,178000,10
15862692,RENAULT MEGANE Grandtour 1.6 Dynamique Friss Szerviz!!,790000Ft,Benzin,2007/12,1598,82,111,227451,11
14604929,RENAULT MEGANE 1.9 dCi Dynamique,790000Ft,Dízel,2007/2,1870,88,120,166453,6
16301790,RENAULT MEGANE 1.5 dCi Authentique,795000Ft,Dízel,2004/5,1461,60,82,248000,6
16265125,RENAULT MEGANE Grandtour 1.9 dCi Privilege AKCIÓ,795000Ft,Dízel,2005/10,1870,96,131,205000,12
16253773,RENAULT MEGANE Grandtour 1.4 Authentique,798000Ft,Benzin,2006/1,1390,72,98,317000,5
15877743,RENAULT MEGANE Grandtour 1.4 Expression JOBB MINT GONDOLNÁD,798000Ft,Benzin,2006/9,1390,72,98,192000,12
10535026,RENAULT MEGANE 1.4 Authentique Plus MAGYARORSZÁGI.SZERVIZKÖNYV.KLI,798000Ft,Benzin,2003/3,1390,72,98,142528,6
16301848,RENAULT MEGANE Grandtour 1.5 dCi Extreme,799000Ft,Dízel,2008/7,1461,78,106,208000,10
16297311,RENAULT MEGANE Grandtour 1.9 dCi Privilege,799000Ft,Dízel,2006/3,1870,96,131,304000,7
16265928,RENAULT MEGANE Limousine 1.6 Expression,799000Ft,Benzin,2007/3,1598,82,111,236350,6
16291632,RENAULT MEGANE 1.5 dCi Authentique FRISS 2 ÉV MŰSZAKIVAL!,799000Ft,Dízel,2003/12,1461,60,82,238000,6
16268286,RENAULT MEGANE Limousine 1.6 Dynamique Plus Magyarországi Gyári kulcsok,799000Ft,Benzin,2004/10,1598,83,113,205362,12
16244077,RENAULT MEGANE Limousine 1.5 dCi Azure GARANCIÁVAL!!,799000Ft,Dízel,2005/8,1461,73,99,298507,12
16201570,RENAULT MEGANE Limousine 1.6 Dynamique Magyar.Szervizkönyv.1 tulaj,799000Ft,Benzin,2006/2,1598,82,111,238170,6
16124703,RENAULT MEGANE Grandtour 1.5 dCi Azure,799000Ft,Dízel,2006/11,1461,63,86,227154,5
15972694,RENAULT MEGANE 1.4 Authentique,799000Ft,Benzin,2005/8,1390,72,98,198000,6
15953310,RENAULT MEGANE Grandtour 1.5 dCi Azure 124000KM!!,799000Ft,Dízel,2007/8,1461,78,106,124000,11
15927652,RENAULT MEGANE Limousine 1.5 dCi Expression GARANCIÁVAL,799000Ft,Dízel,2008/4,1461,78,106,317000,12
15715069,RENAULT MEGANE Grandtour 1.6 Authentique TEMPOMAT-KLÍMA-4X ELEKTROMOS ABLAK,799000Ft,Benzin,2004/5,1598,83,113,311457,8
15507956,RENAULT MEGANE 1.6 Dynamique SZERVIZKÖNYV!,799000Ft,Benzin,2007/2,1598,83,113,244000,6
15389423,RENAULT MEGANE Grandtour 1.5 dCi Authentique Plus,799000Ft,Dízel,2007/7,1461,63,86,297000,11
15355652,RENAULT MEGANE 1.9 dCi Expression Komfort,"749000Ft+Reg.adó,Fizetendő: 799000Ft",Dízel,2004/8,1870,88,120,332176,12
15129477,RENAULT MEGANE 1.5 dCi Authentique Plus Első Tulaj szervizkönyves!,799000Ft,Dízel,2005/12,1461,60,82,237000,5
14059588,RENAULT MEGANE Grandtour 1.4 Authentique GARANCIÁVAL,799000Ft,Benzin,2004/4,1390,72,98,243355,12
15996730,RENAULT MEGANE 1.9 dCi Dynamique,799500Ft,Dízel,2005/5,1870,88,120,205000,6
16196822,RENAULT MEGANE CC 2.0 T Privilege Exception felsz.. LPG!,799900Ft,Benzin,2006,1998,120,163,340000,6
16247765,RENAULT MEGANE Grandtour 1.5 dCi Expression,800000Ft,Dízel,2007/9,1461,78,106,274600,6
16228099,RENAULT MEGANE 2.0 T Dynamique Plus,800000Ft,Benzin,2005/4,1998,120,163,221000,6
16215557,RENAULT MEGANE 1.5 dCi Azure,800000Ft,Dízel,2007,1461,78,106,340000,6
15848676,RENAULT MEGANE Limousine 1.5 dCi Authentique Plus,800000Ft,Dízel,2004,1461,60,82,230947,4
16228519,RENAULT MEGANE 1.4 Extreme,819000Ft,Benzin,2008/3,1390,72,98,158000,6
16291918,RENAULT MEGANE 1.9 dCi Dynamique,820000Ft,Dízel,2004/6,1910,88,120,258000,2
16292441,RENAULT MEGANE 1.4 Expression,847000Ft,Benzin,2007/2,1390,72,98,194448,6
16276672,RENAULT MEGANE 1.9 dCi Privilege,849000Ft,Dízel,2003/4,1870,88,120,236575,6
15782403,RENAULT MEGANE Grandtour 1.5 dCi Voyage 1 ÉV GARANCIA! FRISS MŰSZAKI!,849000Ft,Dízel,2007/12,1461,78,106,189500,12
16288741,RENAULT MEGANE M,850000Ft,Dízel,2005/11,1461,63,86,164809,6
16209365,RENAULT MEGANE 1.6 Dynamique Grandtur,850000Ft,Benzin,2006/8,1598,82,111,310000,6
16198017,RENAULT MEGANE 1.6 16V Authentique,850000Ft,Benzin,2003/11,1598,83,113,68504,6
16196040,RENAULT MEGANE 1.5 dCi Authentique,850000Ft,Dízel,2005/6,1461,60,82,175957,6
16184839,RENAULT MEGANE 1.6 16V Dynamique Komfort Friss Szerviz!Gyönyörű állapot!,850000Ft,Benzin,2007/4,1598,83,113,113718,10
16163254,RENAULT MEGANE CC 1.6 Privilege,850000Ft,Benzin,2005,1598,83,113,191000,5
16034271,RENAULT MEGANE Limousine 1.5 dCi Dynamique AKÁR 1 ÉV GARANCIÁVAL,850000Ft,Dízel,2007,1461,78,106,229000,9
15956570,RENAULT MEGANE 1.4 Authentique,850000Ft,Benzin,2003/6,1390,72,98,165000,4
16291795,RENAULT MEGANE 1.5 dCi Advantage,869000Ft,Dízel,2011/12,1461,81,110,353000,6
15924908,RENAULT MEGANE 1.5 dCi Expression,870000Ft,Dízel,2007/12,1461,76,103,179553,6
16160427,RENAULT MEGANE Grandtour 1.5 dCi Expression,875000Ft,Dízel,2010/6,1461,63,86,313000,10
16096018,RENAULT MEGANE Limousine 1.9 dCi Dynamique Plus MAGYARORSZÁGI,877000Ft,Dízel,2004/12,1870,88,120,189708,9
15115306,RENAULT MEGANE 1.6 16V Dynamique Komfort,879000Ft,Benzin,2005/11,1598,83,113,234300,5
16275990,RENAULT MEGANE Lim. 1.4 Expression MAGYARORSZÁGI.SZERVIZKÖNYVES,880000Ft,Benzin,2007/4,1390,72,98,230918,6
16255126,RENAULT MEGANE 1.6 16V RT Cool,880000Ft,Benzin,2000/1,1598,79,107,78660,6
15644723,RENAULT MEGANE 1.5 dCi Authentique Plus (Automata),880000Ft,Dízel,2004,1461,73,99,171000,6
13271729,RENAULT MEGANE Classic 1.6 RN,880000Ft,Benzin,1999/5,1598,66,90,50000,1
16274174,RENAULT MEGANE 1.6 16V Alize Klíma!!!,885000Ft,Benzin,2003/3,1598,79,107,128274,12
16296517,RENAULT MEGANE 1.6 Dynamique,890000Ft,Benzin,2003/11,1598,83,113,156493,6
16263880,RENAULT MEGANE 1.5 dCi Expression 106le 6seb.friss műszakival,890000Ft,Dízel,2007/11,1461,78,106,96000,6
16163270,RENAULT MEGANE Grandtour 1.5 dCi Expression Magyarországi. Vezetett szervizkönyv!!,890000Ft,Dízel,2008/12,1461,63,86,185000,7
16108357,RENAULT MEGANE Limousine 1.5 dCi Expression,890000Ft,Dízel,2008/2,1461,78,106,212856,6
15891610,RENAULT MEGANE CC 1.9 dCi Privilege FIX ÁR!,895000Ft,Dízel,2006/10,1870,96,131,203550,10
15695446,RENAULT MEGANE Limousine 2.0 dCi Privilege,897000Ft,Dízel,2006/5,1995,110,150,237778,6
16248752,RENAULT MEGANE Limousine 1.5 dCi Extreme Magyarországi! Megkímélt! 6 sebességes!,898000Ft,Dízel,2008/4,1461,78,106,235000,10
16274506,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,899000Ft,Dízel,2008/3,1461,76,103,180000,6
16216030,RENAULT MEGANE Limousine 1.5 dCi Dynamique M.ORSZÁGI-ÚJ GUMIK-FRISS MŰSZAKI!!!,899000Ft,Dízel,2005/6,1461,78,106,177000,12
16269595,RENAULT MEGANE Grandtour 1.4 Live,899000Ft,Benzin,2007/4,1390,72,98,180000,12
16257908,RENAULT MEGANE Grandtour 1.6 Dynamique,899000Ft,Benzin,2008/5,1598,82,111,217000,12
16231260,RENAULT MEGANE Limousine 1.6 Dynamique Magyarországi.Szervízkönyves,899000Ft,Benzin,2007/3,1598,82,111,171000,10
16220775,RENAULT MEGANE Limousine 1.5 dCi Privilege,899000Ft,Dízel,2008/5,1461,78,106,405000,12
16211561,RENAULT MEGANE Grandtour 1.5 dCi Advantage AKCIÓS ÁR!!!!,899000Ft,Dízel,2011/4,1461,66,90,305400,6
16208621,RENAULT MEGANE 1.6 Privilege Friss Műszaki! Hideg Klíma! Napfénytető!,899000Ft,Benzin,2004/7,1598,83,113,239778,12
16206841,RENAULT MEGANE Limousine 1.5 dCi Privilege Friss nagyszervíz elvégezve,899000Ft,Dízel,2008/7,1461,78,106,233000,12
16203106,RENAULT MEGANE Grandtour 1.9 dCi Extreme Plus,899000Ft,Dízel,2008/7,1870,96,131,187000,12
16082831,RENAULT MEGANE 1.5 dCi Dynamique EDC,899000Ft,Dízel,2011,1461,81,110,399000,5
15927688,RENAULT MEGANE 1.4 Voyage Magyarországi! 124.600km,899000Ft,Benzin,2007/5,1390,72,98,124600,12
15721146,RENAULT MEGANE CC 1.9 dCi Dynamique GARANCIÁVAL!,899000Ft,Dízel,2007/3,1870,96,131,170000,2
15574807,RENAULT MEGANE Grandtour 1.5 dCi Dynamique ELSŐ TULAJDONOS! NAGYON SZÉP ÁLLAPOT! MAGYARORSZÁGI!!,899000Ft,Dízel,2005,1461,60,82,124007,11
15009990,RENAULT MEGANE Grandtour 1.5 dCi Expression,899000Ft,Dízel,2008/4,1461,78,106,172000,12
14360101,RENAULT MEGANE CC 1.6 Authentique Plus,899000Ft,Benzin,2004/7,1598,83,113,219280,5
13965572,RENAULT MEGANE Limousine 1.5 dCi Live MAGYARORSZÁGI!ELSŐ TULAJ !!,899000Ft,Dízel,2008,1461,78,106,187000,11
16260283,RENAULT MEGANE 1.5 dCi Advantage akció csak ma rendszeresen szervizelve garancia,899999Ft,Dízel,2012/12,1461,66,90,320064,6
16259582,RENAULT MEGANE 1.9 dCi 130 DPF Dynamique,900000Ft,Dízel,2008/5,1870,96,131,285000,4
16066454,RENAULT MEGANE 1.4 Authentique Plus,900000Ft,Benzin,2005/1,1390,72,98,163000,6
16005002,RENAULT MEGANE CC 1.9 dCi Privilege,900000Ft,Dízel,2007,1870,96,131,268000,6
16280701,RENAULT MEGANE CC 1.9 dCi Dynamique,920000Ft,Dízel,2005/2,1870,88,120,270000,6
15234562,RENAULT MEGANE Grandtour 1.6 Privilege DIGITKLÍMA.TEMPOMAT.4EL.ABLAK,920000Ft,Benzin/Gáz,2007/4,1598,82,111,149151,10
16209300,RENAULT MEGANE ,935000Ft,Dízel,2006/7,1461,63,86,191300,6
15823725,RENAULT MEGANE Grandtour 1.5 dCi Dynamique Klíma,945000Ft,Dízel,2009/12,1461,81,110,300000,6
14687345,RENAULT MEGANE Limousine 1.4 Live Mo-i. első tulaj. 126 110km. télikerék szett,949000Ft,Benzin,2007/6,1390,72,98,126110,12
12132457,RENAULT MEGANE Limousine 1.6 Extreme,949000Ft,Benzin,2008/12,1598,82,111,213399,12
16264627,RENAULT MEGANE Limousine 1.4 Authentique MAGYAR+1.TULAJ+VÉGIG VEZ SZERVÍZKÖNYV,950000Ft,Benzin,2007/5,1390,72,98,185000,5
16209534,RENAULT MEGANE 1.6 Generation,950000Ft,Benzin,2010/10,1598,81,110,289000,3
16198536,RENAULT MEGANE Limousine 1.4 Authentique Plus,950000Ft,Benzin,2006/5,1390,72,98,185000,6
16190653,RENAULT MEGANE 1.9 dCi Privilege,950000Ft,Dízel,2006,1870,88,120,192000,10
16189886,RENAULT MEGANE Grandtour 1.4 Expression,950000Ft,Benzin,2007/6,1390,72,98,91000,6
16055762,RENAULT MEGANE Grandtour 1.5 dCi Expression,950000Ft,Dízel,2009/11,1461,81,110,303322,6
15923711,RENAULT MEGANE CC 1.9 dCi Privilege,950000Ft,Dízel,2005/6,1870,88,120,309550,6
15699606,RENAULT MEGANE Limousine 1.5 dCi Expression,950000Ft,Dízel,2007/8,1461,63,86,184000,6
16295409,RENAULT MEGANE CC 1.6 Dynamique,980000Ft,Benzin,2003/12,1598,83,113,122840,7
16124905,RENAULT MEGANE CC 1.6 Privilege VezSzkönyvDigitEspFélbőrAlu1tul,989000Ft,Benzin,2004/6,1598,83,113,200000,12
16133354,RENAULT MEGANE 1.6 Azure,990000Ft,Benzin,2006/2,1598,83,113,141278,6
16084739,RENAULT MEGANE Limousine 1.4 Authentique Téli nyári kerékkel,990000Ft,Benzin,2005/11,1390,72,98,79721,12
15947919,RENAULT MEGANE 1.6 16V Authentique Cool,990000Ft,Benzin,2001/1,1598,79,107,69000,6
15937829,RENAULT MEGANE CC 1.6 Authentique Plus,990000Ft,Benzin,2007/7,1598,82,111,183950,6
15081358,RENAULT MEGANE 1.9 dCi Dynamique SZERVIZKÖNYV. GARANTÁLT KILOMÉTER. MEGKÍMÉLT ÁLLAPOT. ÜZEMBE HELYEZÉS 2 MUNKANAP,990000Ft,Dízel,2004/10,1870,88,120,160000,12
16261374,RENAULT MEGANE Limousine 1.6 Expression 1.TULAJDONOS,995000Ft,Benzin,2006/6,1598,82,111,181650,11
16296724,RENAULT MEGANE Limousine 1.6 Expression 2 kulcs! 119.000KM! Magyar 1. tulaj! Szép állapot! Kisebb csere!,999000Ft,Benzin,2008/2,1598,82,111,119000,6
16268405,RENAULT MEGANE Grandtour 1.6 Privilege,999000Ft,Benzin,2006/3,1598,83,113,184723,12
16260528,RENAULT MEGANE CC 2.0 Privilege Digitális Klíma,999000Ft,Benzin,2006/1,1998,99,135,183650,12
16243010,RENAULT MEGANE 1.5 dCi Dynamique EDC,999000Ft,Dízel,2011/2,1461,81,110,347150,6
16241739,RENAULT MEGANE CC 1.6 Dynamique (Automata),999000Ft,Benzin,2004/5,1598,83,113,157200,11
16220538,RENAULT MEGANE 1.9 dCi 130 DPF Dynamique,999000Ft,Dízel,2009/11,1870,96,131,311665,4
16100761,RENAULT MEGANE Grandtour 1.9 dCi Extreme Plus (Automata),999000Ft,Dízel,2007/12,1870,96,131,104500,6
16094327,RENAULT MEGANE CC 1.9 dCi Privilege (FOGLALÓZVA),999000Ft,Dízel,2005,1870,88,120,276000,12
16016260,RENAULT MEGANE CC 1.9 dCi Dynamique 173 e km!KARMANN!,999000Ft,Dízel,2007/12,1870,96,131,173000,9
15487333,RENAULT MEGANE CC 1.6 Monaco (Automata),999000Ft,Benzin,2005/9,1598,83,113,138233,10
15255845,RENAULT MEGANE Limousine 1.5 dCi Dynamique Plus 174.000 KM!!! ÚJSZERŰ!!! MAGYAR!!! AKÁR 0 FT-TAL IS ALVIHETŐ,999000Ft,Dízel,2004/10,1461,73,99,174380,6
15065356,RENAULT MEGANE Grandtour 1.6 Dynamique Digitális klíma. 169.000KM!,999000Ft,Benzin,2006/12,1598,82,111,169000,6
15048501,RENAULT MEGANE Grandtour 1.5 dCi Dynamique KITŰNŐ ÁLLAPOT-188.000 KM!!!,"965000Ft+Reg.adó,Fizetendő: 999000Ft",Dízel,2007/2,1461,78,106,188000,6
14659742,RENAULT MEGANE CC 1.9 dCi Privilege SZERVIZKÖNYV FULL EXTRA,999000Ft,Dízel,2004/6,1870,88,120,175847,12
16273796,RENAULT MEGANE 2.0 Privilege Panorámatető,999999Ft,Benzin,2006/3,1998,99,135,130207,12
16230207,RENAULT MEGANE 1.5 dCi Expression Pajzs. renaultnál szervizelt!,999999Ft,Dízel,2009/10,1461,78,106,313450,6
16094830,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,999999Ft,Dízel,2009/3,1461,78,106,210779,12
15601747,RENAULT MEGANE CC 1.6 Privilege BŐR BELSŐ+ÜVEGTETŐ+SZERVIZKÖNYV+ALUFELNI!!!!!,999999Ft,Benzin,2005/5,1598,83,113,117000,11
14453850,RENAULT MEGANE Limousine 1.6 Privilege (Automata) Megbizható Benzines!,999999Ft,Benzin,2007/5,1598,82,111,176720,12
16217984,RENAULT MEGANE 1.5 dCi Privilege,1000000Ft,Dízel,2008/5,1461,78,106,440000,1
15970319,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,1000000Ft,Dízel,2007,1461,78,106,240880,5
15914497,RENAULT MEGANE Grandtour 1.4 Expression Szervizkönyv+Klíma,1020000Ft,Benzin,2007/11,1390,72,98,151000,5
16233995,RENAULT MEGANE CC 1.9 dCi Dynamique,1049000Ft,Dízel,2005/6,1870,88,120,179493,10
15799534,RENAULT MEGANE 2.0 Dynamique,"1029000Ft+Reg.adó,Fizetendő: 1049000Ft",Benzin,2005/11,1998,99,135,188256,12
14809305,RENAULT MEGANE CC 1.6 Authentique Plus,1049000Ft,Benzin,2006/4,1598,82,111,183080,11
14407298,RENAULT MEGANE CC 1.9 dCi Privilege 4XLÉGZS.KEYLESS&GO.ÜLÉS.FŰTÉS.DIG.KLÍMA,1049000Ft,Dízel,2005/3,1870,88,120,180000,9
16281864,RENAULT MEGANE CC 1.6 Dynamique FRISS MŰSZAKI! ALUFELNI!,1050000Ft,Benzin,2005/9,1598,83,113,158000,12
16243174,RENAULT MEGANE Limousine 1.4 Authentique Plus Garantáltan 56000 km-rel,1050000Ft,Benzin,2003/12,1390,72,98,55975,6
16080039,RENAULT MEGANE Limousine 1.6 Expression,1050000Ft,Benzin,2007/3,1598,82,111,153600,7
15729007,RENAULT MEGANE Limousine 1.4 Authentique,1050000Ft,Benzin,2006/6,1390,72,98,95150,5
15872007,RENAULT MEGANE Grandtour 1.6 Dynamique,1070000Ft,Benzin,2007/5,1598,82,111,168000,5
16115543,RENAULT MEGANE CC 1.9 dCi Dynamique FRISS OLAJ+VEZÉRLÉS!!!,1079000Ft,Dízel,2005/1,1870,88,120,147535,11
16297487,RENAULT MEGANE Grandtour 1.5 dCi Expression,1090000Ft,Dízel,2009/12,1461,63,86,273139,6
16293957,RENAULT MEGANE CC 1.9 dCi Privilege B-144,1090000Ft,Dízel,2007/6,1870,96,131,147015,12
16251119,RENAULT MEGANE 1.5 dCi TomTom,1090000Ft,Dízel,2010/11,1461,81,110,261000,10
16198427,RENAULT MEGANE Limousine 1.4 Live,1090000Ft,Benzin,2007/11,1390,72,98,142000,6
16179237,RENAULT MEGANE Grandtour 1.6 Expression Magyar Szervkönyv Valós Km!,1090000Ft,Benzin,2007/1,1598,82,111,186000,12
15945975,RENAULT MEGANE Grandtour 1.4 Extreme,1090000Ft,Benzin,2008/11,1390,72,98,196000,4
15429786,RENAULT MEGANE Limousine 1.4 Authentique,1090000Ft,Benzin,2008/1,1390,72,98,112000,11
15385285,RENAULT MEGANE Limousine 1.4 Authentique Plus,1090000Ft,Benzin,2003,1390,72,98,70000,6
16289659,RENAULT MEGANE 1.9 dCi GRANDTOUR PRIVILEGE,1097000Ft,Dízel,2010/7,1870,96,131,392329,10
16279645,RENAULT MEGANE CC 1.9 dCi Privilege XENON. DIGIT KLÍMA/BŐRBELSŐ. NAVI,1098000Ft,Dízel,2005/5,1870,88,120,179000,12
16299503,RENAULT MEGANE 1.6 16V Dynamique Komfort,1099000Ft,Benzin,2006/3,1598,83,113,148500,6
16298190,RENAULT MEGANE Grandtour 1.6 Live Első Tulaj. Benzin+ Gázüzem !,1099000Ft,Benzin,2007/5,1598,82,111,193000,12
16267132,RENAULT MEGANE CC 1.6 SZÉP ÁLLAPOT!!!,1099000Ft,Benzin,2004/4,1598,83,113,118000,11
16257800,RENAULT MEGANE Limousine 1.4 Base MO-i,1099000Ft,Benzin,2008/6,1390,72,98,157376,12
16256644,RENAULT MEGANE Limousine 1.6 Extreme TEMPOMAT+GYÁRI ALUFELNI!!,1099000Ft,Benzin,2008/5,1598,82,111,189668,10
16244496,RENAULT MEGANE 1.6 Expression DIGITÁLIS KLÍMA. ESŐÉRZÉKELŐ,1099000Ft,Benzin,2007/7,1598,82,111,183427,11
16058302,RENAULT MEGANE Limousine 2.0 dCi Privilege Mo.-i,1099000Ft,Dízel,2006/9,1995,110,150,201740,5
15978511,RENAULT MEGANE CC 1.6 Authentique Plus,1099000Ft,Benzin,2005/1,1598,83,113,168000,5
