,Restaurant,Product_Name,Price
16175," Forza Italia Étterem és Pizzéria
",Bruschetta al Pomodoro,500
16176," Forza Italia Étterem és Pizzéria
",Carpaccio di Manzo,2200
16177," Forza Italia Étterem és Pizzéria
",Insalata Caprese,1600
16178," Forza Italia Étterem és Pizzéria
",Insalata Caprese o con Bufala e grissini,2600
16179," Forza Italia Étterem és Pizzéria
",Prosciutto Crudo o Mozzarella,2300
16180," Forza Italia Étterem és Pizzéria
",Salmone Affumicato,2300
16181," Forza Italia Étterem és Pizzéria
",Minestrone di Verdure (3dl),790
16182," Forza Italia Étterem és Pizzéria
",Minestrone di Verdure (4dl),990
16183," Forza Italia Étterem és Pizzéria
",Nidi di Rondini con Pollo (3dl),790
16184," Forza Italia Étterem és Pizzéria
",Nidi di Rondini con Pollo (4dl),990
16185," Forza Italia Étterem és Pizzéria
",Zuppa al Pesce di Mare (4dl),2390
16186," Forza Italia Étterem és Pizzéria
",Zuppa di Pomodoro (3dl),790
16187," Forza Italia Étterem és Pizzéria
",Zuppa di Pomodoro (4dl),990
16188," Forza Italia Étterem és Pizzéria
",Zuppa Pavese (3dl),790
16189," Forza Italia Étterem és Pizzéria
",Zuppa Pavese (4dl),990
16190," Forza Italia Étterem és Pizzéria
", 	Pasta alla Parmiggiana (50dkg),2100
16191," Forza Italia Étterem és Pizzéria
",Aglio Olio Peperoncino (25dkg),1500
16192," Forza Italia Étterem és Pizzéria
",Aglio Olio Peperoncino (50dkg),1700
16193," Forza Italia Étterem és Pizzéria
",Arrabiata (25dkg),1500
16194," Forza Italia Étterem és Pizzéria
",Arrabiata (50dkg),1700
16195," Forza Italia Étterem és Pizzéria
",Pasta 4 Formaggi (25dkg),1700
16196," Forza Italia Étterem és Pizzéria
",Pasta 4 Formaggi (50dkg),2100
16197," Forza Italia Étterem és Pizzéria
",Pasta agli gamberoni (25dkg),1900
16198," Forza Italia Étterem és Pizzéria
",Pasta agli gamberoni (50dkg),2400
16199," Forza Italia Étterem és Pizzéria
",Pasta agli scampi (25dkg),1900
16200," Forza Italia Étterem és Pizzéria
",Pasta agli scampi (50dkg),2400
16201," Forza Italia Étterem és Pizzéria
",Pasta al Brucio (25dkg),1700
16202," Forza Italia Étterem és Pizzéria
",Pasta al Brucio (50dkg),2100
16203," Forza Italia Étterem és Pizzéria
",Pasta al Pesto (25dkg),1700
16204," Forza Italia Étterem és Pizzéria
",Pasta al Pesto (50dkg),2100
16205," Forza Italia Étterem és Pizzéria
",Pasta al Pomodoro (25dkg),1500
16206," Forza Italia Étterem és Pizzéria
",Pasta al Pomodoro (50dkg),1700
16207," Forza Italia Étterem és Pizzéria
",Pasta al Tonno e Olive (25dkg),1700
16208," Forza Italia Étterem és Pizzéria
",Pasta al Tonno e Olive (50dkg),2100
16209," Forza Italia Étterem és Pizzéria
",Pasta alla Bolognese (25dkg),1700
16210," Forza Italia Étterem és Pizzéria
",Pasta alla Bolognese (50dkg),2100
16211," Forza Italia Étterem és Pizzéria
",Pasta alla Parmiggiana (25dkg),1700
16212," Forza Italia Étterem és Pizzéria
",Pasta alla Salmone (25dkg),1900
16213," Forza Italia Étterem és Pizzéria
",Pasta alla Salmone (50dkg),2400
16214," Forza Italia Étterem és Pizzéria
",Pasta alla Siciliana (25dkg),1700
16215," Forza Italia Étterem és Pizzéria
",Pasta alla Siciliana (50dkg),2100
16216," Forza Italia Étterem és Pizzéria
",Pasta alla Zucca (25dkg),1700
16217," Forza Italia Étterem és Pizzéria
",Pasta alla Zucca (50dkg),2100
16218," Forza Italia Étterem és Pizzéria
",Pasta Arrabiata con Pollo (25dkg),1900
16219," Forza Italia Étterem és Pizzéria
",Pasta Arrabiata con Pollo (50dkg),2400
16220," Forza Italia Étterem és Pizzéria
",Pasta Carbonara (25dkg),1700
16221," Forza Italia Étterem és Pizzéria
",Pasta Carbonara (50dkg),2100
16222," Forza Italia Étterem és Pizzéria
",Pasta Cartoccio (25dkg),1900
16223," Forza Italia Étterem és Pizzéria
",Pasta Cartoccio (50dkg),2400
16224," Forza Italia Étterem és Pizzéria
",Pasta con Broccoletti (25dkg),1900
16225," Forza Italia Étterem és Pizzéria
",Pasta con Broccoletti (50dkg),2400
16226," Forza Italia Étterem és Pizzéria
",Pasta con Burro (25dkg),1000
16227," Forza Italia Étterem és Pizzéria
",Pasta con Burro (50dkg),1200
16228," Forza Italia Étterem és Pizzéria
",Pasta con Carciofi (25dkg),1700
16229," Forza Italia Étterem és Pizzéria
",Pasta con Carciofi (50dkg),2100
16230," Forza Italia Étterem és Pizzéria
",Pasta con Prosciutto crudo (25dkg),1900
16231," Forza Italia Étterem és Pizzéria
",Pasta con Prosciutto crudo (50dkg),2400
16232," Forza Italia Étterem és Pizzéria
",Pasta con Spinace e Pollo (25dkg),1900
16233," Forza Italia Étterem és Pizzéria
",Pasta con Spinace e Pollo (50dkg),2400
16234," Forza Italia Étterem és Pizzéria
",Pasta con Vongole (25dkg),1900
16235," Forza Italia Étterem és Pizzéria
",Pasta con Vongole (50dkg),2400
16236," Forza Italia Étterem és Pizzéria
",Pasta Paesano (25dkg),1700
16237," Forza Italia Étterem és Pizzéria
",Pasta Paesano (50dkg),2100
16238," Forza Italia Étterem és Pizzéria
",Pasta panna Prosciutto e Funghi (25dkg),1700
16239," Forza Italia Étterem és Pizzéria
",Pasta panna Prosciutto e Funghi (50dkg),2100
16240," Forza Italia Étterem és Pizzéria
",Pasta Romano (25dkg),1700
16241," Forza Italia Étterem és Pizzéria
",Pasta Romano (50dkg),2100
16242," Forza Italia Étterem és Pizzéria
",Puttanesca (25dkg),1600
16243," Forza Italia Étterem és Pizzéria
",Puttanesca (50dkg),1800
16244," Forza Italia Étterem és Pizzéria
",Penne con Coniglio agli Aromi (kis adag),1900
16245," Forza Italia Étterem és Pizzéria
",Risotto Frutti di Mare (kis adag),2000
16246," Forza Italia Étterem és Pizzéria
",Risotto Funghi Portini (kis adag),1700
16247," Forza Italia Étterem és Pizzéria
",Penne con Coniglio agli Aromi (normál adag),2300
16248," Forza Italia Étterem és Pizzéria
",Risotto Frutti di Mare (normál adag),2500
16249," Forza Italia Étterem és Pizzéria
",Risotto Funghi Portini (normál adag),2100
16250," Forza Italia Étterem és Pizzéria
",Formaggio ai Ferri con Pomodoro Secco e Insalata (kis adag),1900
16251," Forza Italia Étterem és Pizzéria
",Formaggio ai Ferri con Pomodoro Secco e Insalata (normál adag),2300
16252," Forza Italia Étterem és Pizzéria
",Fritto Mozzarella con Patatine Fritte (kis adag),1900
16253," Forza Italia Étterem és Pizzéria
",Fritto Mozzarella con Patatine Fritte (normál adag),2300
16254," Forza Italia Étterem és Pizzéria
",Braciola Aceto Balsamico (kis adag),1800
16255," Forza Italia Étterem és Pizzéria
",Braciola alla Pizzaiola (kis adag),1900
16256," Forza Italia Étterem és Pizzéria
",Cotoletta alla Milanese (kis adag),1400
16257," Forza Italia Étterem és Pizzéria
",Petto di Pollo ai Ferri (kis adag),1600
16258," Forza Italia Étterem és Pizzéria
",Petto di Pollo in Crema Verde (kis adag),2000
16259," Forza Italia Étterem és Pizzéria
",Petto di Pollo in salsa Aurora (kis adag),2000
16260," Forza Italia Étterem és Pizzéria
",Petto di Pollo in salsa Funghi (kis adag),2200
16261," Forza Italia Étterem és Pizzéria
",Tacchino ai Ferri (kis adag),1800
16262," Forza Italia Étterem és Pizzéria
",Tacchino alla Contadina (kis adag),2100
16263," Forza Italia Étterem és Pizzéria
",Tacchino alla Limone e Menta (kis adag),2000
16264," Forza Italia Étterem és Pizzéria
",Braciola Aceto Balsamico (normál adag),2300
16265," Forza Italia Étterem és Pizzéria
",Braciola alla Pizzaiola (normál adag),2500
16266," Forza Italia Étterem és Pizzéria
",Branzino al Forno,4200
16267," Forza Italia Étterem és Pizzéria
",Calamari alla Griglia,3900
16268," Forza Italia Étterem és Pizzéria
",Calzone di Petto di Pollo con Formaggio,2500
16269," Forza Italia Étterem és Pizzéria
",Cosciotto d Agnello in Salsa Rosa,4300
16270," Forza Italia Étterem és Pizzéria
",Cotoletta alla Milanese (normál adag),2000
16271," Forza Italia Étterem és Pizzéria
",Cozze alla Marinara,4000
16272," Forza Italia Étterem és Pizzéria
",Filetti di Pesce alla Griglia,3900
16273," Forza Italia Étterem és Pizzéria
",Filetto ai Ferri,3800
16274," Forza Italia Étterem és Pizzéria
",Filetto al Peppe Verde,4200
16275," Forza Italia Étterem és Pizzéria
",Fritto di Calamari e Gamberi,4700
16276," Forza Italia Étterem és Pizzéria
",Gamberoni alla Griglia,4900
16277," Forza Italia Étterem és Pizzéria
",Petto di Pollo ai Ferri (normál adag),2000
16278," Forza Italia Étterem és Pizzéria
",Petto di Pollo in Crema Verde (normál adag),2500
16279," Forza Italia Étterem és Pizzéria
",Petto di Pollo in salsa Aurora (normál adag),2500
16280," Forza Italia Étterem és Pizzéria
",Petto di Pollo in salsa Funghi,2700
16281," Forza Italia Étterem és Pizzéria
",Scampi alla Griglia,4900
16282," Forza Italia Étterem és Pizzéria
",Scoppiata di Cozze e Gamberi,4900
16283," Forza Italia Étterem és Pizzéria
",Spiedini con Verdure e Carne Mista,4000
16284," Forza Italia Étterem és Pizzéria
",Tacchino ai Ferri (normál adag),2200
16285," Forza Italia Étterem és Pizzéria
",Tacchino alla Contadina (normál adag),2700
16286," Forza Italia Étterem és Pizzéria
",Tacchino alla Limone e Menta (normál adag),2500
16287," Forza Italia Étterem és Pizzéria
",Tagliata con erbette e potate ai ferri,4900
16288," Lucky Pizzéria
",4 húsos pizza (28cm),1990
16289," Lucky Pizzéria
",4 sajtos pizza (28cm),1540
16290," Lucky Pizzéria
",Adria pizza (28cm),1990
16291," Lucky Pizzéria
",Fokhagymás pulykacsíkos pizza (28cm),1540
16292," Lucky Pizzéria
",Garnéla pizza (28cm),1790
16293," Lucky Pizzéria
",Gombás pizza (28cm),1540
16294," Lucky Pizzéria
","Gombás, kukoricás pizza (28cm)",1540
16295," Lucky Pizzéria
","Gombás, paprikás pizza (28cm)",1540
16296," Lucky Pizzéria
",Gyros extra pizza (28cm),1990
16297," Lucky Pizzéria
",Hawaii gyros pizza (28cm),1790
16298," Lucky Pizzéria
",Kagylós pizza (28cm),1790
16299," Lucky Pizzéria
","Kagylós, gombás pizza (28cm)",1790
16300," Lucky Pizzéria
",Kukoricás pizza (28cm),1540
16301," Lucky Pizzéria
",Paprikás pizza (28cm),1540
16302," Lucky Pizzéria
",Paradicsomkarikás pizza (28cm),1540
16303," Lucky Pizzéria
",Pármai sonkás pizza (28cm),1790
16304," Lucky Pizzéria
",Pfefferónis pizza (28cm),1540
16305," Lucky Pizzéria
",Pomodore pizza (28cm),1790
16306," Lucky Pizzéria
",Pulykasonkás pizza (28cm),1540
16307," Lucky Pizzéria
",Sajtos pizza (28cm),1440
16308," Lucky Pizzéria
","Sajtos, gombás pizza (28cm)",1440
16309," Lucky Pizzéria
",Sonkás pizza (28cm),1440
16310," Lucky Pizzéria
",Tojásos pizza (28cm),1540
16311," Lucky Pizzéria
",Tűzhányó pizza (28cm),1990
16312," Lucky Pizzéria
",Vidéki pizza (28cm),1790
16313," Lucky Pizzéria
",Ananászos pizza (28cm),1690
16314," Lucky Pizzéria
",Bacon pizza (28cm),1690
16315," Lucky Pizzéria
",Félix pizza (28cm),1690
16316," Lucky Pizzéria
",Gyros pizza (28cm),1690
16317," Lucky Pizzéria
",Kolbászos pizza (28cm),1690
16318," Lucky Pizzéria
",Pármai 4 sajtos pizza (28cm),1690
16319," Lucky Pizzéria
",Szalámis pizza (28cm),1690
16320," Lucky Pizzéria
",Szezámmagos pizza (28cm),1690
16321," Lucky Pizzéria
",Tonhalas pizza (28cm),1690
16322," Lucky Pizzéria
",Vegetáriánus pizza (28cm),1690
16323," Lucky Pizzéria
",Vegyes pizza (28cm),1690
16324," Lucky Pizzéria
",A Mexikói serpenyős pizza (28cm),1990
16325," Lucky Pizzéria
",Babi néni pizzája serpenyős pizza (28cm),1990
16326," Lucky Pizzéria
",Big mama serpenyős pizza (28cm),1990
16327," Lucky Pizzéria
",Carbonara serpenyős pizza (28cm),1990
16328," Lucky Pizzéria
",Magyaros serpenyős pizza (28cm),1990
16329," Lucky Pizzéria
",Caravaggio pizza (32cm),2120
16330," Lucky Pizzéria
",Donatello pizza (32cm),2120
16331," Lucky Pizzéria
",Leonardo pizza (32 cm),2070
16332," Lucky Pizzéria
",Michelangelo pizza (32cm),2120
16333," Lucky Pizzéria
",Raffaello pizza (32 cm),2120
16334," Lucky Pizzéria
",4 húsos pizza (35cm),3320
16335," Lucky Pizzéria
",4 sajtos pizza (35cm),2500
16336," Lucky Pizzéria
",Adria pizza (35cm),3320
16337," Lucky Pizzéria
","Fokhagymás, pulykacsíkos pizza (35cm)",2500
16338," Lucky Pizzéria
",Garnéla pizza (35cm),2720
16339," Lucky Pizzéria
",Gombás pizza (35cm),2500
16340," Lucky Pizzéria
","Gombás, kukoricás pizza (35cm)",2500
16341," Lucky Pizzéria
","Gombás, paprikás pizza (35cm)",2500
16342," Lucky Pizzéria
",Gyros extra pizza (35cm),3320
16343," Lucky Pizzéria
",Hawaii gyros pizza (35cm),2720
16344," Lucky Pizzéria
",Kagylós pizza (35cm),2720
16345," Lucky Pizzéria
","Kagylós, gombás pizza (35cm)",2720
16346," Lucky Pizzéria
",Kukoricás pizza (35cm),2500
16347," Lucky Pizzéria
",Paprikás pizza (35cm),2500
16348," Lucky Pizzéria
",Paradicsomkarikás pizza (35cm),2500
16349," Lucky Pizzéria
",Pármai sonkás pizza (35cm),2720
16350," Lucky Pizzéria
",Pfefferónis pizza (35cm),2500
16351," Lucky Pizzéria
",Pomodore pizza (35cm),2720
16352," Lucky Pizzéria
",Pulykasonkás pizza (35cm),2500
16353," Lucky Pizzéria
",Sajtos pizza (35cm),2370
16354," Lucky Pizzéria
","Sajtos, gombás pizza (35cm)",2370
16355," Lucky Pizzéria
",Sonkás pizza (35cm),2370
16356," Lucky Pizzéria
",Tojásos pizza (35cm),2500
16357," Lucky Pizzéria
",Tűzhányó pizza (35cm),3320
16358," Lucky Pizzéria
",Vidéki pizza (35cm),2720
16359," Lucky Pizzéria
",Ananászos pizza (35cm),2700
16360," Lucky Pizzéria
",Bacon pizza (35cm),2700
16361," Lucky Pizzéria
",Félix pizza (35cm),2700
16362," Lucky Pizzéria
",Gyros pizza (35cm),2700
16363," Lucky Pizzéria
",Kolbászos pizza (35cm),2700
16364," Lucky Pizzéria
",Pármai 4 sajtos pizza (35cm),2700
16365," Lucky Pizzéria
",Szalámis pizza (35cm),2700
16366," Lucky Pizzéria
",Szezámmagos pizza (35cm),2700
16367," Lucky Pizzéria
",Tonhalas pizza (35cm),2700
16368," Lucky Pizzéria
",Vegetáriánus pizza (35cm),2700
16369," Lucky Pizzéria
",Vegyes pizza (35cm),2700
16370," Lucky Pizzéria
",A Mexikói serpenyős pizza (35cm),3350
16371," Lucky Pizzéria
",Babi néni pizzája serpenyős pizza (35cm),3350
16372," Lucky Pizzéria
",Big mama serpenyős pizza (35cm),3350
16373," Lucky Pizzéria
",Carbonara serpenyős pizza (35cm),3350
16374," Lucky Pizzéria
",Magyaros serpenyős pizza (35cm),3350
16375," Lucky Pizzéria
",4 húsos pizza (45cm),4340
16376," Lucky Pizzéria
",4 sajtos pizza (45cm),3640
16377," Lucky Pizzéria
",Adria pizza (45cm),4340
16378," Lucky Pizzéria
","Fokhagymás, pulykacsíkos pizza (45cm)",3640
16379," Lucky Pizzéria
",Garnéla pizza (45cm),4140
16380," Lucky Pizzéria
",Gombás pizza (45cm),3640
16381," Lucky Pizzéria
","Gombás, kukoricás pizza (45cm)",3640
16382," Lucky Pizzéria
","Gombás, paprikás pizza (45cm)",3640
16383," Lucky Pizzéria
",Gyros extra pizza (45cm),4340
16384," Lucky Pizzéria
",Hawaii gyros pizza (45cm),4140
16385," Lucky Pizzéria
",Kagylós pizza (45cm),4140
16386," Lucky Pizzéria
","Kagylós, gombás pizza (45cm)",4140
16387," Lucky Pizzéria
",Kukoricás pizza (45cm),3640
16388," Lucky Pizzéria
",Paprikás pizza (45cm),3640
16389," Lucky Pizzéria
",Paradicsomkarikás pizza (45cm),3640
16390," Lucky Pizzéria
",Pármai sonkás pizza (45cm),4140
16391," Lucky Pizzéria
",Pfefferónis pizza (45cm),3640
16392," Lucky Pizzéria
",Pomodore pizza (45cm),4140
16393," Lucky Pizzéria
",Pulykasonkás pizza (45cm),3640
16394," Lucky Pizzéria
",Sajtos pizza (45cm),3340
16395," Lucky Pizzéria
","Sajtos, gombás pizza (45cm)",3340
16396," Lucky Pizzéria
",Sonkás pizza (45cm),3340
16397," Lucky Pizzéria
",Tojásos pizza (45cm),3640
16398," Lucky Pizzéria
",Tűzhányó pizza (45cm),4340
16399," Lucky Pizzéria
",Vidéki pizza (45cm),4140
16400," Lucky Pizzéria
",Ananászos pizza (45cm),3940
16401," Lucky Pizzéria
",Bacon pizza (45cm),3940
16402," Lucky Pizzéria
",Félix pizza (45cm),3940
16403," Lucky Pizzéria
",Gyros pizza (45cm),3940
16404," Lucky Pizzéria
",Kolbászos pizza (45cm),3940
16405," Lucky Pizzéria
",Pármai 4 sajtos pizza (45cm),3940
16406," Lucky Pizzéria
",Szalámis pizza (45cm),3940
16407," Lucky Pizzéria
",Szezámmagos pizza (45cm),3940
16408," Lucky Pizzéria
",Tonhalas pizza (45cm),3940
16409," Lucky Pizzéria
",Vegetáriánus pizza (45cm),3940
16410," Lucky Pizzéria
",Vegyes pizza (45cm),3940
16411," Lucky Pizzéria
",A főnök,1240
16412," Lucky Pizzéria
",Extra gyros tál,1830
16413," Lucky Pizzéria
",Gyros lepényben,890
16414," Lucky Pizzéria
",Gyros lepényben extra hússal,990
16415," Lucky Pizzéria
","Gyros lepényben extra hússal, sajttal",1190
16416," Lucky Pizzéria
",Gyros tál,1530
16417," Lucky Pizzéria
",Majonézes gyros tál,1630
16418," Lucky Pizzéria
",Sajtos gyros lepényben,990
16419," Lucky Pizzéria
",Ananászos lepény,920
16420," Lucky Pizzéria
",Bacon lepény,920
16421," Lucky Pizzéria
",Extra lepény,1090
16422," Lucky Pizzéria
",Gombás lepény,820
16423," Lucky Pizzéria
",Ínyenc lepény,990
16424," Lucky Pizzéria
",Kagylós lepény,1090
16425," Lucky Pizzéria
",Kolbászos lepény,920
16426," Lucky Pizzéria
",Kukoricás lepény,820
16427," Lucky Pizzéria
",Lucky lepény,990
16428," Lucky Pizzéria
",Majonézes lepény,920
16429," Lucky Pizzéria
",Pármai lepény,990
16430," Lucky Pizzéria
","Sajtos, tejfölös lepény",750
16431," Lucky Pizzéria
",Sonkás lepény,790
16432," Lucky Pizzéria
",Szalámis lepény,920
16433," Lucky Pizzéria
",Szendvics lepény,920
16434," Lucky Pizzéria
",Turbo lepény kolbásszal,990
16435," Lucky Pizzéria
",Turbo lepény szalámival,990
16436," Lucky Pizzéria
",Vegetáriánus lepény,820
16437," Lucky Pizzéria
",Cézár saláta,1490
16438," Lucky Pizzéria
",Classic saláta,1490
16439," Lucky Pizzéria
",Jércesaláta,1490
16440," Lucky Pizzéria
",Majonézes tojássaláta (10dkg),415
16441," Lucky Pizzéria
",Majonézes tojássaláta (20dkg),760
16442," Lucky Pizzéria
",Ezersziget öntet,100
16443," Lucky Pizzéria
","Joghurtos, kapros öntet",100
16444," Lucky Pizzéria
",Pizzaszósz,200
16445," Lucky Pizzéria
",Tzaziki öntet,150
16446," Lucky Pizzéria
",Házi chips,360
16447," Lucky Pizzéria
",Somlói galuska,490
16448," Lucky Pizzéria
",Tiramisu,490
16449," Lucky Pizzéria
","7up (0,5l)",420
16450," Lucky Pizzéria
","Canada Dry (0,5l)",420
16451," Lucky Pizzéria
","Lipton ice tea barack (0,5l)",420
16452," Lucky Pizzéria
","Lipton ice tea citrom (0,5l)",420
16453," Lucky Pizzéria
","Lipton ice tea zöld (0,5l)",420
16454," Lucky Pizzéria
","Margitszigeti szénsavas kristályvíz (0,5l)",350
16455," Lucky Pizzéria
","Margitszigeti szénsavmentes kristályvíz (0,5l)",350
16456," Lucky Pizzéria
","Pepsi (0,33l)",370
16457," Lucky Pizzéria
","Pepsi (0,5l)",420
16458," Lucky Pizzéria
","Pepsi (1,75l)",850
16459," Lucky Pizzéria
","Pepsi Light (0,5l)",420
16460," Lucky Pizzéria
","Toma alma (0,33 l)",420
16461," Lucky Pizzéria
","Toma narancs (0,33 l)",420
16462," Lucky Pizzéria
","Toma őszibarack (0,33 l)",420
16463," Grillgyár
","Hideg gyümölcsleves (0,5l)",990
16464," Grillgyár
",Baconos burger,1960
16465," Grillgyár
",Cheddar sajtos burger,1780
16466," Grillgyár
",Férfias burger,1820
16467," Grillgyár
",Háromsajtos burger,1850
16468," Grillgyár
",Sima burger,1580
16469," Grillgyár
",Ananászos grillezett csirkemell ír cheddar sajttal,2030
16470," Grillgyár
",Fokhagymás flekken,1530
16471," Grillgyár
",Genovai csirkemell,1990
16472," Grillgyár
",Grill sajttál,2030
16473," Grillgyár
",Grillezett camembert áfonyalekvárral,1670
16474," Grillgyár
",Gyrostál,1930
16475," Grillgyár
",Mozzarella sajtos grillezett csirkemellfilé,1810
16476," Grillgyár
","Pljeskavica ajvárral, tükörtojással",1640
16477," Grillgyár
",Roston csirkemell,1400
16478," Grillgyár
",Roston csirkemell tükörtojással,1610
16479," Grillgyár
",Tejszínes gombás csirkemell,1800
16480," Grillgyár
",Falusi töltött rántott karaj,1710
16481," Grillgyár
",Milánói sertésborda,2040
16482," Grillgyár
",Rántott afrikai harcsa,2010
16483," Grillgyár
",Rántott hagymakarika (10db),1130
16484," Grillgyár
",Rántott menü,1600
16485," Grillgyár
",Rántott sajt tartármártással,1530
16486," Grillgyár
",Sajttal-sonkával töltött rántott csirkemell,1710
16487," Grillgyár
",Fish and Chips,2090
16488," Grillgyár
",Csípős csirkeszárny (25dkg),1450
16489," Grillgyár
",Almás krokett,650
16490," Grillgyár
",Batáta,720
16491," Grillgyár
",Friss saláta,480
16492," Grillgyár
",Hasábburgonya,450
16493," Grillgyár
",Jázmin rizs,420
16494," Grillgyár
",Cézár saláta,1600
16495," Grillgyár
",Görög saláta,1430
16496," Grillgyár
",Csemegeuborka,350
16497," Grillgyár
",Ajvár,320
16498," Grillgyár
",Barbecue szósz,320
16499," Grillgyár
",Csípős barbecue szósz,320
16500," Grillgyár
",Kapros-joghurtos öntet,250
16501," Grillgyár
",Ketchup,200
16502," Grillgyár
",Majonéz,200
16503," Grillgyár
",Mustár,200
16504," Grillgyár
",Tartármártás,320
16505," Grillgyár
",Almás fánk,350
16506," Grillgyár
",Baracklekváros palacsinta (1db),180
16507," Grillgyár
",Gőzgombóc,890
16508," Grillgyár
",Kakaós palacsinta (1db),160
16509," Grillgyár
",Nutellás palacsinta (1db),220
16510," Grillgyár
",Tiramisu,780
16511," Grillgyár
","Canada Dry (0,5l)",450
16512," Grillgyár
","Hell Cappuccino (0,25l)",360
16513," Grillgyár
","Hell Classic (0,25l)",280
16514," Grillgyár
","Lipton barack (0,5l)",450
16515," Grillgyár
","Lipton citrom (0,5l)",450
16516," Grillgyár
","Montain Dew (0,5l)",480
16517," Grillgyár
","Pepsi (0,5l)",450
16518," Grillgyár
","Pepsi Lime (0,5l)",450
16519," Grillgyár
","Pepsi Mangó (0,5l)",450
16520," Grillgyár
","Pepsi Max (0,5l)",450
16521," Grillgyár
","Scheweppes bitter lemon (0,5l)",450
16522," Grillgyár
","Schweppes narancs (0,5l)",450
16523," Grillgyár
","Szentkirályi szénsavas ásványvíz (0,5l)",300
16524," Grillgyár
","Szentkirályi szénsavmentes ásványvíz (0,5l)",300
16525," Grillgyár
","Toma almalé (0,33l)",380
16526," Grillgyár
","Toma őszibaracklé (0,33l)",380
16527," Rudi & Fickó
",Köcsög leves,1100
16528," Rudi & Fickó
",Paradicsom krémleves ,1100
16529," Rudi & Fickó
",A lepény,1900
16530," Rudi & Fickó
",Lecsó,1700
16531," Rudi & Fickó
",Tonhalsaláta,2150
16532," Rudi & Fickó
",Calzone pizza (32 cm),3600
16533," Rudi & Fickó
",Capriciosa pizza (32 cm),3490
16534," Rudi & Fickó
",Cruda pizza (32 cm),3300
16535," Rudi & Fickó
",Margherita pizza (32 cm),2190
16536," Rudi & Fickó
",Mediterranea pizza (32 cm),2990
16537," Rudi & Fickó
",Prosciutto e funghi pizza (32 cm),2800
16538," Rudi & Fickó
",Quattro formaggi pizza (32 cm),3490
16539," Rudi & Fickó
",Tonno pizza (32 cm),3490
16540," Rudi & Fickó
","Fever tree tonic (0,2l)",890
16541," Rudi & Fickó
","On Lemon Cola szénsavas üdítő (0,33l)",690
16542," Rudi & Fickó
","On Lemon Fekete riibizke szénsavas üdítő (0,33l)",690
16543," Pizza Király Szeged
",Baconos pizza (20cm),1020
16544," Pizza Király Szeged
",Erdő kapitánya pizza (20cm),1020
16545," Pizza Király Szeged
",Kolbászos pizza (20cm),1020
16546," Pizza Király Szeged
",Margaréta pizza (20cm),1020
16547," Pizza Király Szeged
",So-ku pizza (20cm),1020
16548," Pizza Király Szeged
",Sonkás pizza (20cm),1020
16549," Pizza Király Szeged
",Szalámis pizza (20cm),1020
16550," Pizza Király Szeged
",Baconos pizza (28cm),1730
16551," Pizza Király Szeged
",Erdő kapitánya pizza (28cm),1730
16552," Pizza Király Szeged
",Kolbászos pizza (28cm),1730
16553," Pizza Király Szeged
",Margaréta pizza (28cm),1730
16554," Pizza Király Szeged
",So-ku pizza (28cm),1730
16555," Pizza Király Szeged
",Sonkás pizza (28cm),1730
16556," Pizza Király Szeged
",Szalámis pizza (28cm),1730
16557," Pizza Király Szeged
",Baconos pizza (32cm),2030
16558," Pizza Király Szeged
",Erdő kapitánya pizza (32cm),2030
16559," Pizza Király Szeged
",Kolbászos pizza (32cm),2030
16560," Pizza Király Szeged
",Margaréta pizza (32cm),2030
16561," Pizza Király Szeged
",So-ku pizza (32cm),2030
16562," Pizza Király Szeged
",Sonkás pizza (32cm),2030
16563," Pizza Király Szeged
",Szalámis pizza (32cm),2030
16564," Pizza Király Szeged
",Baconos pizza (60cm),4580
16565," Pizza Király Szeged
",Erdő kapitánya pizza (60cm),4580
16566," Pizza Király Szeged
",Kolbászos pizza (60cm),4580
16567," Pizza Király Szeged
",Margaréta pizza (60cm),4580
16568," Pizza Király Szeged
",So-ku pizza (60cm),4580
16569," Pizza Király Szeged
",Sonkás pizza (60cm),4580
16570," Pizza Király Szeged
",Szalámis pizza (60cm),4580
16571," Pizza Király Szeged
",4 évszak pizza (20cm),1170
16572," Pizza Király Szeged
",Bivaly pizza pizza (20cm),1170
16573," Pizza Király Szeged
",Cseléd kedvence pizza (20cm),1170
16574," Pizza Király Szeged
",Csibi pizza (20cm),1170
16575," Pizza Király Szeged
",Falusi pizza (20cm),1170
16576," Pizza Király Szeged
",Góré pizza (20cm),1170
16577," Pizza Király Szeged
",Hawaii pizza (20cm),1170
16578," Pizza Király Szeged
",Maja pizza (20cm),1170
16579," Pizza Király Szeged
",Max pizza (20cm),1170
16580," Pizza Király Szeged
",Mexikói pizza (20cm),1170
16581," Pizza Király Szeged
","Mustáros, tarjás pizza (20cm)",1170
16582," Pizza Király Szeged
",Olíva pizza (20cm),1170
16583," Pizza Király Szeged
",Son-go-ku pizza (20cm),1170
16584," Pizza Király Szeged
",Szabi kedvence pizza (20cm),1170
16585," Pizza Király Szeged
",4 évszak pizza (28cm),1890
16586," Pizza Király Szeged
",Bivaly pizza pizza (28cm),1890
16587," Pizza Király Szeged
",Cseléd kedvence pizza (28cm),1890
16588," Pizza Király Szeged
",Csibi pizza (28cm),1890
16589," Pizza Király Szeged
",Falusi pizza (28cm),1890
16590," Pizza Király Szeged
",Góré pizza (28cm),1890
